key,en-US,ja-JP,ko-KR,zh-CN,es-ES,de-DE,fr-FR
tooltip_shadow_type,"The type of shadow that is used when transferring the shadow effect from Figma. Currently the 'TrueShadow' asset is supported, you can also turn off the shadow.",Figma からシャドウ効果を転送するときに使用されるシャドウの種類。現在は 'TrueShadow' アセットがサポートされています。シャドウをオフにすることもできます。,"Figma에서 그림자 효과를 적용할 때 사용되는 그림자 유형입니다. 현재 'TrueShadow' 에셋이 지원되며, 그림자를 끌 수도 있습니다.",从 Figma 转移阴影效果时使用的阴影类型。目前支持 'TrueShadow' 资源，你也可以关闭阴影。,"El tipo de sombra que se utiliza al transferir el efecto de sombra desde Figma. Actualmente se admite el recurso 'TrueShadow', también puedes desactivar la sombra.","Der Schattentyp, der beim Übertragen des Schatteneffekts aus Figma verwendet wird. Derzeit wird das 'TrueShadow'-Asset unterstützt, du kannst den Schatten auch deaktivieren.","Le type d’ombre utilisé lors du transfert de l’effet d’ombre depuis Figma. Actuellement, l’asset 'TrueShadow' est pris en charge, vous pouvez aussi désactiver l’ombre."
label_shadows_tab,SHADOWS,シャドウ,그림자,阴影,SOMBRAS,SCHATTEN,OMBRES
tooltip_shadows_tab,,,,,,,
label_sort_point,Sort Point,ソートポイント,정렬 지점,排序点,Punto de ordenación,Sortierpunkt,Point de tri
tooltip_sort_point,,,,,,,
label_sorting_layer,Sorting Layer,ソートレイヤー,정렬 레이어,排序图层,Capa de ordenación,Sortier-Ebene,Calque de tri
tooltip_sorting_layer,,,,,,,
label_sprite_import_mode,Sprite Import Mode,スプライトインポートモード,스프라이트 가져오기 모드,精灵图导入模式,Modo de importación de sprite,Sprite-Importmodus,Mode d’importation de sprite
tooltip_sprite_import_mode,"Texture importer modes for Sprite import.

None - Graphic is not a Sprite.

Single - Sprite is a single image section extracted automatically from the texture.

Multiple - Sprites are multiple image sections extracted from the texture.

Polygon - Sprite has it own mesh outline defined.","スプライトインポート用のテクスチャインポーターモード。

None - グラフィックはスプライトではありません。

Single - スプライトはテクスチャから自動的に抽出される単一の画像断片です。

Multiple - スプライトはテクスチャから抽出された複数の画像断片です。

Polygon - スプライトは独自のメッシュアウトラインを持ちます。","스프라이트 가져오기를 위한 텍스처 임포터 모드.

None - 그래픽은 스프라이트가 아님.

Single - 스프라이트는 텍스처에서 자동으로 추출된 단일 이미지 섹션임.

Multiple - 스프라이트는 텍스처에서 추출된 여러 이미지 섹션임.

Polygon - 스프라이트는 자체 메쉬 외곽선을 가짐.","精灵图导入的纹理导入器模式。

None - 图形不是精灵图。

Single - 精灵图是从纹理中自动提取的单个图像部分。

Multiple - 精灵图是从纹理中提取的多个图像部分。

Polygon - 精灵图具有其自定义的网格轮廓。","Modos del importador de texturas para la importación de sprites.

None - El gráfico no es un sprite.

Single - El sprite es una única sección de imagen extraída automáticamente de la textura.

Multiple - Los sprites son varias secciones de imagen extraídas de la textura.

Polygon - El sprite tiene su propio contorno de malla definido.","Texturimporter-Modi für Sprite-Import.

None - Grafik ist kein Sprite.

Single - Sprite ist ein einzelner Bildausschnitt, der automatisch aus der Textur extrahiert wird.

Multiple - Sprites sind mehrere Bildausschnitte, die aus der Textur extrahiert werden.

Polygon - Sprite hat eine eigene definierte Mesh-Umrisslinie.","Modes de l’importateur de textures pour l’importation de sprites.

None - Le graphique n’est pas un sprite.

Single - Le sprite est une seule section d’image extraite automatiquement de la texture.

Multiple - Les sprites sont plusieurs sections d’image extraites de la texture.

Polygon - Le sprite a sa propre forme de maillage définie."
label_svg_image_settings,SVG IMAGE SETTINGS,SVG 画像設定,SVG 이미지 설정,SVG 图像设置,CONFIGURACIÓN DE IMAGEN SVG,SVG-BILD EINSTELLUNGEN,PARAMÈTRES D’IMAGE SVG
tooltip_svg_image_settings,,,,,,,
label_text_and_fonts,TEXT & FONTS,テキストとフォント,텍스트 & 글꼴,文本与字体,TEXTO Y TIPOGRAFÍAS,TEXT & SCHRIFTARTEN,TEXTE & POLICES
tooltip_text_and_fonts,,,,,,,
label_text_component,Text Component,テキストコンポーネント,텍스트 컴포넌트,文本组件,Componente de texto,Textkomponente,Composant de texte
tooltip_text_component,A text component to be used when wrapping text from Figma. Currently 'Unity.UI.Text' and 'TextMeshPro' are supported.,Figmaからのテキストをラップする際に使用されるテキストコンポーネント。現在は「Unity.UI.Text」と「TextMeshPro」がサポートされています。,Figma에서 가져온 텍스트를 감쌀 때 사용할 텍스트 컴포넌트입니다. 현재 'Unity.UI.Text'와 'TextMeshPro'가 지원됩니다.,用于在从 Figma 包裹文本时使用的文本组件。目前支持 'Unity.UI.Text' 和 'TextMeshPro'。,Un componente de texto que se usará al ajustar texto desde Figma. Actualmente se admiten 'Unity.UI.Text' y 'TextMeshPro'.,"Eine Textkomponente, die beim Umbruch von Text aus Figma verwendet wird. Derzeit werden 'Unity.UI.Text' und 'TextMeshPro' unterstützt.",Un composant de texte à utiliser lors de l’habillage du texte depuis Figma. Actuellement 'Unity.UI.Text' et 'TextMeshPro' sont pris en charge.
label_textmeshpro_settings,TEXTMESHPRO SETTINGS,TEXTMESHPRO 設定,TEXTMESHPRO 설정,TEXTMESHPRO 设置,AJUSTES DE TEXTMESHPRO,TEXTMESHPRO-EINSTELLUNGEN,PARAMÈTRES TEXTMESHPRO
tooltip_textmeshpro_settings,Settings specific to TextMeshPro components.,TextMeshPro コンポーネント専用の設定です。,TextMeshPro 컴포넌트를 위한 전용 설정입니다.,TextMeshPro 组件的专用设置。,Configuraciones específicas para los componentes de TextMeshPro.,Spezielle Einstellungen für TextMeshPro-Komponenten.,Paramètres spécifiques aux composants TextMeshPro.
label_texture_compression,Texture Compression,テクスチャ圧縮,텍스처 압축,纹理压缩,Compresión de texturas,Texturkompression,Compression de texture
tooltip_texture_compression,"Select the kind of compression you want for your texture.

Uncompressed - Texture will not be compressed.

Compressed - Texture will be compressed using a standard format depending on the platform (DXT, ASTC, ...).

CompressedHQ - Texture will be compressed using a high quality format depending on the platform and availability (BC7, ASTC4x4, ...).

CompressedLQ - Texture will be compressed using a low quality but high performance, high compression format depending on the platform and availability (2bpp PVRTC, ASTC8x8, ...).","テクスチャに使用したい圧縮の種類を選択します。

Uncompressed - テクスチャは圧縮されません。

Compressed - プラットフォームに応じた標準フォーマット（DXT、ASTCなど）で圧縮されます。

CompressedHQ - プラットフォームと利用可能な形式に応じて高品質フォーマット（BC7、ASTC4x4など）で圧縮されます。

CompressedLQ - プラットフォームと利用可能な形式に応じて低品質だが高パフォーマンス、高圧縮率のフォーマット（2bpp PVRTC、ASTC8x8など）で圧縮されます。","텍스처에 사용할 압축 방식을 선택하세요.

Uncompressed - 텍스처가 압축되지 않습니다.

Compressed - 플랫포옴에 따라 표준 형식（DXT, ASTC, ...）으로 압축됩니다.

CompressedHQ - 플랫폼과 가용성에 따라 고품질 형식（BC7, ASTC4x4, ...）으로 압축됩니다.

CompressedLQ - 플랫폼과 가용성에 따라 저품질이지만 높은 성능과 높은 압축률 형식（2bpp PVRTC, ASTC8x8, ...）으로 압축됩니다.","选择你希望为纹理使用的压缩类型。

Uncompressed - 纹理不会被压缩。

Compressed - 纹理将根据平台使用标准格式进行压缩 （DXT, ASTC, ...）。

CompressedHQ - 纹理将根据平台和可用性使用高质量格式进行压缩 （BC7, ASTC4x4, ...）。

CompressedLQ - 纹理将根据平台和可用性使用低质量但高性能、高压缩率的格式进行压缩 （2bpp PVRTC, ASTC8x8, ...）。","Seleccione el tipo de compresión que desea para su textura.

Uncompressed - La textura no será comprimida.

Compressed - La textura será comprimida usando un formato estándar dependiendo de la plataforma (DXT, ASTC, ...).

CompressedHQ - La textura será comprimida usando un formato de alta calidad dependiendo de la plataforma y disponibilidad (BC7, ASTC4x4, ...).

CompressedLQ - La textura será comprimida usando un formato de baja calidad pero alto rendimiento y alta compresión dependiendo de la plataforma y disponibilidad (2bpp PVRTC, ASTC8x8, ...).","Wählen Sie die Art der Kompression, die Sie für Ihre Textur wünschen.

Uncompressed - Textur wird nicht komprimiert.

Compressed - Textur wird mit einem Standardformat komprimiert, abhängig von der Plattform (DXT, ASTC, ...).

CompressedHQ - Textur wird mit einem hochqualitativen Format komprimiert, abhängig von der Plattform und Verfügbarkeit (BC7, ASTC4x4, ...).

CompressedLQ - Textur wird mit einem qualitativ niedrigeren, aber leistungsstarken und stark komprimierenden Format komprimiert, abhängig von der Plattform und Verfügbarkeit (2bpp PVRTC, ASTC8x8, ...).","Sélectionnez le type de compression que vous souhaitez pour votre texture.

Non compressé - La texture ne sera pas compressée.

Compressé - La texture sera compressée en utilisant un format standard selon la plateforme (DXT, ASTC, ...).

CompresséHQ - La texture sera compressée en utilisant un format de haute qualité selon la plateforme et la disponibilité (BC7, ASTC4x4, ...).

CompresséLQ - La texture sera compressée en utilisant un format de faible qualité mais haute performance, à forte compression selon la plateforme et la disponibilité (2bpp PVRTC, ASTC8x8, ...)."
label_texture_importer_settings,TEXTURE IMPORTER SETTINGS,テクスチャインポーター設定,텍스처 임포터 설정,纹理导入器设置,AJUSTES DEL IMPORTADOR DE TEXTURAS,TEXTUR-IMPORT-EINSTELLUNGEN,PARAMÈTRES DE L’IMPORTATEUR DE TEXTURE
tooltip_texture_importer_settings,Low-level texture importer settings applied to sprites.,スプライトに適用される低レベルのテクスチャインポーター設定です。,스프라이트에 적용되는 로우레벨 텍스처 임포터 설정입니다.,应用于精灵的底层纹理导入器设置。,Configuraciones del importador de texturas aplicadas a los sprites.,"Low-Level-Einstellungen des Texturimporters, die auf Sprites angewendet werden.",Paramètres détaillés de l'importateur de textures appliqués aux sprites.
label_texture_type,Texture Type,テクスチャタイプ,텍스처 유형,纹理类型,Tipo de textura,Texturtyp,Type de texture
tooltip_texture_type,"Use the Texture Type property to select the type of Texture you want to create from the source image file.

The other properties in the Texture Import settings window change depending on the value you set.","テクスチャタイプのプロパティを使用して、ソース画像ファイルから作成したいテクスチャの種類を選択します。

テクスチャインポート設定ウィンドウの他のプロパティは設定した値に応じて変化します。","텍스처 유형 속성을 사용하여 소스 이미지 파일에서 생성하려는 텍스처 유형을 선택하세요.

텍스처 임포트 설정 창의 다른 속성은 설정한 값에 따라 달라집니다.","使用纹理类型属性来选择你希望从源图像文件创建的纹理类型。

纹理导入设置窗口中的其他属性会根据你设置的值发生变化。","Use la propiedad Tipo de textura para seleccionar el tipo de textura que desea crear a partir del archivo de imagen de origen.

Las demás propiedades en la ventana de ajustes de importación de texturas cambian según el valor que configure.","Verwenden Sie die Eigenschaft Texturtyp, um den Typ der Textur zu wählen, den Sie aus der Quelldatei erstellen möchten.

Die anderen Eigenschaften im Fenster für Texturimport-Einstellungen ändern sich abhängig vom gewählten Wert.","Utilisez la propriété Type de texture pour sélectionner le type de texture que vous souhaitez créer à partir du fichier image source.

Les autres propriétés de la fenêtre des paramètres d’importation de texture changent selon la valeur que vous définissez."
